submission_id,trial_number,block,stimulus,RT,handedness,gender,total_time_spent
8538,19,reaction,square,350,right,male,8.0427
8538,20,reaction,circle,334,right,male,8.0427
8538,2,goNoGo,square,447,right,male,8.0427
8538,3,goNoGo,square,470,right,male,8.0427
8538,4,goNoGo,square,495,right,male,8.0427
8538,7,goNoGo,square,398,right,male,8.0427
8538,12,goNoGo,square,538,right,male,8.0427
8538,14,goNoGo,square,450,right,male,8.0427
8538,15,goNoGo,square,565,right,male,8.0427
8538,16,goNoGo,square,424,right,male,8.0427
8538,19,goNoGo,square,463,right,male,8.0427
8538,20,goNoGo,square,482,right,male,8.0427
8538,1,discrimination,NA,956,right,male,8.0427
8538,2,discrimination,NA,822,right,male,8.0427
8538,3,discrimination,NA,647,right,male,8.0427
8538,4,discrimination,NA,451,right,male,8.0427
8538,5,discrimination,NA,605,right,male,8.0427
8538,6,discrimination,NA,589,right,male,8.0427
8538,7,discrimination,NA,623,right,male,8.0427
8538,8,discrimination,NA,452,right,male,8.0427
8538,9,discrimination,NA,473,right,male,8.0427
8538,10,discrimination,NA,909,right,male,8.0427
8538,11,discrimination,NA,757,right,male,8.0427
8538,12,discrimination,NA,545,right,male,8.0427
8538,13,discrimination,NA,672,right,male,8.0427
8538,14,discrimination,NA,577,right,male,8.0427
8538,15,discrimination,NA,542,right,male,8.0427
8538,16,discrimination,NA,486,right,male,8.0427
8538,17,discrimination,NA,638,right,male,8.0427
8538,18,discrimination,NA,541,right,male,8.0427
8538,19,discrimination,NA,390,right,male,8.0427
8538,20,discrimination,NA,524,right,male,8.0427
8537,1,reaction,square,509,Right,male,4.80368333333333
8537,2,reaction,square,381,Right,male,4.80368333333333
8537,3,reaction,circle,348,Right,male,4.80368333333333
8537,4,reaction,square,245,Right,male,4.80368333333333
8537,5,reaction,square,241,Right,male,4.80368333333333
8537,6,reaction,circle,245,Right,male,4.80368333333333
8537,7,reaction,square,227,Right,male,4.80368333333333
8537,8,reaction,square,231,Right,male,4.80368333333333
8537,9,reaction,circle,234,Right,male,4.80368333333333
8537,10,reaction,square,272,Right,male,4.80368333333333
8537,11,reaction,circle,243,Right,male,4.80368333333333
8537,12,reaction,circle,254,Right,male,4.80368333333333
8537,13,reaction,square,247,Right,male,4.80368333333333
8537,14,reaction,square,230,Right,male,4.80368333333333
8537,15,reaction,circle,15,Right,male,4.80368333333333
8537,16,reaction,circle,260,Right,male,4.80368333333333
8537,17,reaction,circle,258,Right,male,4.80368333333333
8537,18,reaction,circle,255,Right,male,4.80368333333333
8537,19,reaction,circle,279,Right,male,4.80368333333333
8537,20,reaction,square,323,Right,male,4.80368333333333
8537,1,goNoGo,circle,390,Right,male,4.80368333333333
8537,3,goNoGo,circle,433,Right,male,4.80368333333333
8537,4,goNoGo,square,386,Right,male,4.80368333333333
8537,5,goNoGo,circle,441,Right,male,4.80368333333333
8537,8,goNoGo,circle,469,Right,male,4.80368333333333
8537,13,goNoGo,circle,786,Right,male,4.80368333333333
8537,14,goNoGo,circle,515,Right,male,4.80368333333333
8537,15,goNoGo,circle,525,Right,male,4.80368333333333
8537,16,goNoGo,circle,383,Right,male,4.80368333333333
8537,17,goNoGo,circle,441,Right,male,4.80368333333333
8537,20,goNoGo,circle,427,Right,male,4.80368333333333
8537,1,discrimination,NA,498,Right,male,4.80368333333333
8537,2,discrimination,NA,543,Right,male,4.80368333333333
8537,3,discrimination,NA,311,Right,male,4.80368333333333
8537,4,discrimination,NA,549,Right,male,4.80368333333333
8537,5,discrimination,NA,424,Right,male,4.80368333333333
8537,6,discrimination,NA,447,Right,male,4.80368333333333
8537,7,discrimination,NA,653,Right,male,4.80368333333333
8537,8,discrimination,NA,511,Right,male,4.80368333333333
8537,9,discrimination,NA,342,Right,male,4.80368333333333
8537,10,discrimination,NA,365,Right,male,4.80368333333333
8537,11,discrimination,NA,502,Right,male,4.80368333333333
8537,12,discrimination,NA,516,Right,male,4.80368333333333
8537,13,discrimination,NA,445,Right,male,4.80368333333333
8537,14,discrimination,NA,551,Right,male,4.80368333333333
8537,15,discrimination,NA,628,Right,male,4.80368333333333
8537,16,discrimination,NA,558,Right,male,4.80368333333333
8537,17,discrimination,NA,507,Right,male,4.80368333333333
8537,18,discrimination,NA,583,Right,male,4.80368333333333
8537,19,discrimination,NA,573,Right,male,4.80368333333333
8537,20,discrimination,NA,471,Right,male,4.80368333333333
8536,1,reaction,square,266,Right,female,6.34775
8536,2,reaction,circle,267,Right,female,6.34775
8536,3,reaction,square,228,Right,female,6.34775
8536,4,reaction,square,294,Right,female,6.34775
8536,5,reaction,square,268,Right,female,6.34775
8536,6,reaction,circle,280,Right,female,6.34775
8536,7,reaction,circle,251,Right,female,6.34775
8536,8,reaction,circle,249,Right,female,6.34775
8536,9,reaction,circle,247,Right,female,6.34775
8536,10,reaction,square,274,Right,female,6.34775
8536,11,reaction,circle,247,Right,female,6.34775
8536,12,reaction,square,282,Right,female,6.34775
8536,13,reaction,circle,459,Right,female,6.34775
8536,14,reaction,square,252,Right,female,6.34775
8536,15,reaction,circle,256,Right,female,6.34775
8536,16,reaction,circle,244,Right,female,6.34775
8536,17,reaction,square,299,Right,female,6.34775
8536,18,reaction,square,251,Right,female,6.34775
8536,19,reaction,square,243,Right,female,6.34775
8536,20,reaction,circle,255,Right,female,6.34775
8536,2,goNoGo,square,287,Right,female,6.34775
8536,3,goNoGo,square,508,Right,female,6.34775
8536,7,goNoGo,square,350,Right,female,6.34775
8536,10,goNoGo,square,311,Right,female,6.34775
8536,12,goNoGo,square,309,Right,female,6.34775
8536,13,goNoGo,square,385,Right,female,6.34775
8536,17,goNoGo,square,325,Right,female,6.34775
8536,18,goNoGo,square,345,Right,female,6.34775
8536,19,goNoGo,square,473,Right,female,6.34775
8536,20,goNoGo,square,397,Right,female,6.34775
8536,1,discrimination,NA,507,Right,female,6.34775
8536,2,discrimination,NA,472,Right,female,6.34775
8536,3,discrimination,NA,382,Right,female,6.34775
8536,4,discrimination,NA,441,Right,female,6.34775
8536,5,discrimination,NA,482,Right,female,6.34775
8536,6,discrimination,NA,419,Right,female,6.34775
8536,7,discrimination,NA,578,Right,female,6.34775
8536,8,discrimination,NA,352,Right,female,6.34775
8536,9,discrimination,NA,453,Right,female,6.34775
8536,10,discrimination,NA,452,Right,female,6.34775
8536,11,discrimination,NA,455,Right,female,6.34775
8536,12,discrimination,NA,464,Right,female,6.34775
8536,13,discrimination,NA,592,Right,female,6.34775
8536,14,discrimination,NA,480,Right,female,6.34775
8536,15,discrimination,NA,448,Right,female,6.34775
8536,16,discrimination,NA,377,Right,female,6.34775
8536,17,discrimination,NA,410,Right,female,6.34775
8536,18,discrimination,NA,490,Right,female,6.34775
8536,19,discrimination,NA,461,Right,female,6.34775
8536,20,discrimination,NA,435,Right,female,6.34775
8535,1,reaction,square,453,right,male,6.84985
8535,2,reaction,square,320,right,male,6.84985
8535,3,reaction,circle,286,right,male,6.84985
8535,4,reaction,square,270,right,male,6.84985
8535,5,reaction,circle,329,right,male,6.84985
8535,6,reaction,square,277,right,male,6.84985
8535,7,reaction,circle,276,right,male,6.84985
8535,8,reaction,square,282,right,male,6.84985
8535,9,reaction,square,262,right,male,6.84985
8535,10,reaction,circle,287,right,male,6.84985
8535,11,reaction,circle,263,right,male,6.84985
8535,12,reaction,circle,245,right,male,6.84985
8535,13,reaction,square,234,right,male,6.84985
8535,14,reaction,square,261,right,male,6.84985
8535,15,reaction,circle,279,right,male,6.84985
8535,16,reaction,circle,271,right,male,6.84985
8535,17,reaction,circle,274,right,male,6.84985
8535,18,reaction,square,254,right,male,6.84985
8535,19,reaction,square,277,right,male,6.84985
8535,20,reaction,circle,284,right,male,6.84985
8535,1,goNoGo,square,333,right,male,6.84985
8535,2,goNoGo,circle,414,right,male,6.84985
8535,3,goNoGo,circle,414,right,male,6.84985
8535,5,goNoGo,circle,379,right,male,6.84985
8535,6,goNoGo,circle,340,right,male,6.84985
8535,7,goNoGo,square,446,right,male,6.84985
8535,8,goNoGo,circle,458,right,male,6.84985
8535,9,goNoGo,circle,377,right,male,6.84985
8535,10,goNoGo,circle,689,right,male,6.84985
8535,12,goNoGo,circle,468,right,male,6.84985
8535,14,goNoGo,circle,410,right,male,6.84985
8535,17,goNoGo,circle,449,right,male,6.84985
8535,1,discrimination,NA,716,right,male,6.84985
8535,2,discrimination,NA,662,right,male,6.84985
8535,3,discrimination,NA,549,right,male,6.84985
8535,4,discrimination,NA,491,right,male,6.84985
8535,5,discrimination,NA,711,right,male,6.84985
8535,6,discrimination,NA,1121,right,male,6.84985
8535,7,discrimination,NA,433,right,male,6.84985
8535,8,discrimination,NA,673,right,male,6.84985
8535,9,discrimination,NA,542,right,male,6.84985
8535,10,discrimination,NA,427,right,male,6.84985
8535,11,discrimination,NA,372,right,male,6.84985
8535,12,discrimination,NA,452,right,male,6.84985
8535,13,discrimination,NA,542,right,male,6.84985
8535,14,discrimination,NA,727,right,male,6.84985
8535,15,discrimination,NA,526,right,male,6.84985
8535,16,discrimination,NA,731,right,male,6.84985
8535,17,discrimination,NA,755,right,male,6.84985
8535,18,discrimination,NA,596,right,male,6.84985
8535,19,discrimination,NA,586,right,male,6.84985
8535,20,discrimination,NA,611,right,male,6.84985
8534,1,reaction,circle,357,Right,female,5.11483333333333
8534,2,reaction,circle,362,Right,female,5.11483333333333
8534,3,reaction,square,385,Right,female,5.11483333333333
8534,4,reaction,circle,382,Right,female,5.11483333333333
8534,5,reaction,square,376,Right,female,5.11483333333333
8534,6,reaction,square,372,Right,female,5.11483333333333
8534,7,reaction,circle,586,Right,female,5.11483333333333
8534,8,reaction,square,535,Right,female,5.11483333333333
8534,9,reaction,circle,369,Right,female,5.11483333333333
8534,10,reaction,circle,373,Right,female,5.11483333333333
8534,11,reaction,square,476,Right,female,5.11483333333333
8534,12,reaction,circle,430,Right,female,5.11483333333333
8534,13,reaction,square,325,Right,female,5.11483333333333
8534,14,reaction,circle,459,Right,female,5.11483333333333
8534,15,reaction,square,468,Right,female,5.11483333333333
8534,16,reaction,circle,375,Right,female,5.11483333333333
8534,17,reaction,square,437,Right,female,5.11483333333333
8534,18,reaction,square,318,Right,female,5.11483333333333
8534,19,reaction,circle,480,Right,female,5.11483333333333
8534,20,reaction,square,542,Right,female,5.11483333333333
8534,1,goNoGo,circle,541,Right,female,5.11483333333333
8534,2,goNoGo,circle,570,Right,female,5.11483333333333
8534,3,goNoGo,circle,493,Right,female,5.11483333333333
8534,4,goNoGo,circle,675,Right,female,5.11483333333333
8534,8,goNoGo,circle,423,Right,female,5.11483333333333
8534,12,goNoGo,circle,449,Right,female,5.11483333333333
8534,13,goNoGo,circle,547,Right,female,5.11483333333333
8534,15,goNoGo,circle,541,Right,female,5.11483333333333
8534,17,goNoGo,circle,492,Right,female,5.11483333333333
8534,18,goNoGo,circle,614,Right,female,5.11483333333333
8534,1,discrimination,NA,1109,Right,female,5.11483333333333
8534,2,discrimination,NA,567,Right,female,5.11483333333333
8534,3,discrimination,NA,752,Right,female,5.11483333333333
8534,4,discrimination,NA,808,Right,female,5.11483333333333
8534,5,discrimination,NA,665,Right,female,5.11483333333333
8534,6,discrimination,NA,700,Right,female,5.11483333333333
8534,7,discrimination,NA,1292,Right,female,5.11483333333333
8534,8,discrimination,NA,695,Right,female,5.11483333333333
8534,9,discrimination,NA,757,Right,female,5.11483333333333
8534,10,discrimination,NA,1205,Right,female,5.11483333333333
8534,11,discrimination,NA,726,Right,female,5.11483333333333
8534,12,discrimination,NA,637,Right,female,5.11483333333333
8534,13,discrimination,NA,584,Right,female,5.11483333333333
8534,14,discrimination,NA,717,Right,female,5.11483333333333
8534,15,discrimination,NA,794,Right,female,5.11483333333333
8534,16,discrimination,NA,910,Right,female,5.11483333333333
8534,17,discrimination,NA,1323,Right,female,5.11483333333333
8534,18,discrimination,NA,547,Right,female,5.11483333333333
8534,19,discrimination,NA,663,Right,female,5.11483333333333
8534,20,discrimination,NA,483,Right,female,5.11483333333333
8533,1,reaction,square,347,right,male,6.33078333333333
8533,2,reaction,square,301,right,male,6.33078333333333
8533,3,reaction,square,278,right,male,6.33078333333333
8533,4,reaction,circle,278,right,male,6.33078333333333
8533,5,reaction,square,257,right,male,6.33078333333333
8533,6,reaction,square,313,right,male,6.33078333333333
8533,7,reaction,circle,266,right,male,6.33078333333333
8533,8,reaction,square,327,right,male,6.33078333333333
8533,9,reaction,square,314,right,male,6.33078333333333
8533,10,reaction,circle,300,right,male,6.33078333333333
8533,11,reaction,circle,316,right,male,6.33078333333333
8533,12,reaction,circle,319,right,male,6.33078333333333
8533,13,reaction,square,274,right,male,6.33078333333333
8533,14,reaction,circle,339,right,male,6.33078333333333
8533,15,reaction,circle,321,right,male,6.33078333333333
8533,16,reaction,circle,288,right,male,6.33078333333333
8533,17,reaction,square,306,right,male,6.33078333333333
8533,18,reaction,circle,288,right,male,6.33078333333333
8533,19,reaction,square,274,right,male,6.33078333333333
8533,20,reaction,circle,284,right,male,6.33078333333333
8533,2,goNoGo,circle,349,right,male,6.33078333333333
8533,3,goNoGo,circle,473,right,male,6.33078333333333
8533,6,goNoGo,circle,331,right,male,6.33078333333333
8533,7,goNoGo,circle,389,right,male,6.33078333333333
8533,9,goNoGo,circle,333,right,male,6.33078333333333
8533,12,goNoGo,circle,329,right,male,6.33078333333333
8533,14,goNoGo,circle,343,right,male,6.33078333333333
8533,17,goNoGo,circle,337,right,male,6.33078333333333
8533,19,goNoGo,circle,370,right,male,6.33078333333333
8533,20,goNoGo,circle,386,right,male,6.33078333333333
8533,1,discrimination,NA,696,right,male,6.33078333333333
8533,2,discrimination,NA,457,right,male,6.33078333333333
8533,3,discrimination,NA,448,right,male,6.33078333333333
8533,4,discrimination,NA,465,right,male,6.33078333333333
8533,5,discrimination,NA,426,right,male,6.33078333333333
8533,6,discrimination,NA,431,right,male,6.33078333333333
8533,7,discrimination,NA,478,right,male,6.33078333333333
8533,8,discrimination,NA,561,right,male,6.33078333333333
8533,9,discrimination,NA,400,right,male,6.33078333333333
8533,10,discrimination,NA,409,right,male,6.33078333333333
8533,11,discrimination,NA,433,right,male,6.33078333333333
8533,12,discrimination,NA,386,right,male,6.33078333333333
8533,13,discrimination,NA,418,right,male,6.33078333333333
8533,14,discrimination,NA,304,right,male,6.33078333333333
8533,15,discrimination,NA,605,right,male,6.33078333333333
8533,16,discrimination,NA,466,right,male,6.33078333333333
8533,17,discrimination,NA,354,right,male,6.33078333333333
8533,18,discrimination,NA,393,right,male,6.33078333333333
8533,19,discrimination,NA,499,right,male,6.33078333333333
8533,20,discrimination,NA,427,right,male,6.33078333333333
8532,1,reaction,circle,819,right,female,5.04255
8532,2,reaction,square,291,right,female,5.04255
8532,3,reaction,square,334,right,female,5.04255
8532,4,reaction,square,250,right,female,5.04255
8532,5,reaction,square,244,right,female,5.04255
8532,6,reaction,square,254,right,female,5.04255
8532,7,reaction,circle,237,right,female,5.04255
8532,8,reaction,square,226,right,female,5.04255
8532,9,reaction,circle,518,right,female,5.04255
8532,10,reaction,circle,343,right,female,5.04255
8532,11,reaction,square,294,right,female,5.04255
8532,12,reaction,circle,277,right,female,5.04255
8532,13,reaction,circle,226,right,female,5.04255
8532,14,reaction,circle,274,right,female,5.04255
8532,15,reaction,square,395,right,female,5.04255
8532,16,reaction,circle,264,right,female,5.04255
8532,17,reaction,square,253,right,female,5.04255
8532,18,reaction,square,261,right,female,5.04255
8532,19,reaction,circle,252,right,female,5.04255
8532,20,reaction,circle,256,right,female,5.04255
8532,1,goNoGo,square,482,right,female,5.04255
8532,2,goNoGo,square,280,right,female,5.04255
8532,5,goNoGo,square,266,right,female,5.04255
8532,7,goNoGo,square,464,right,female,5.04255
8532,8,goNoGo,square,474,right,female,5.04255
8532,12,goNoGo,square,369,right,female,5.04255
8532,16,goNoGo,square,580,right,female,5.04255
8532,17,goNoGo,square,728,right,female,5.04255
8532,18,goNoGo,square,491,right,female,5.04255
8532,20,goNoGo,square,464,right,female,5.04255
8532,1,discrimination,NA,679,right,female,5.04255
8532,2,discrimination,NA,452,right,female,5.04255
8532,3,discrimination,NA,389,right,female,5.04255
8532,4,discrimination,NA,363,right,female,5.04255
8532,5,discrimination,NA,339,right,female,5.04255
8532,6,discrimination,NA,504,right,female,5.04255
8532,7,discrimination,NA,581,right,female,5.04255
8532,8,discrimination,NA,594,right,female,5.04255
8532,9,discrimination,NA,513,right,female,5.04255
8532,10,discrimination,NA,474,right,female,5.04255
8532,11,discrimination,NA,584,right,female,5.04255
8532,12,discrimination,NA,750,right,female,5.04255
8532,13,discrimination,NA,493,right,female,5.04255
8532,14,discrimination,NA,382,right,female,5.04255
8532,15,discrimination,NA,566,right,female,5.04255
8532,16,discrimination,NA,438,right,female,5.04255
8532,17,discrimination,NA,563,right,female,5.04255
8532,18,discrimination,NA,443,right,female,5.04255
8532,19,discrimination,NA,483,right,female,5.04255
8532,20,discrimination,NA,367,right,female,5.04255
8531,1,reaction,circle,289,Right,male,5.8361
8531,2,reaction,circle,371,Right,male,5.8361
8531,3,reaction,square,293,Right,male,5.8361
8531,4,reaction,circle,306,Right,male,5.8361
8531,5,reaction,circle,334,Right,male,5.8361
8531,6,reaction,square,268,Right,male,5.8361
8531,7,reaction,square,272,Right,male,5.8361
8531,8,reaction,circle,290,Right,male,5.8361
8531,9,reaction,square,317,Right,male,5.8361
8531,10,reaction,circle,324,Right,male,5.8361
8531,11,reaction,square,301,Right,male,5.8361
8531,12,reaction,square,347,Right,male,5.8361
8531,13,reaction,square,309,Right,male,5.8361
8531,14,reaction,square,283,Right,male,5.8361
8531,15,reaction,circle,431,Right,male,5.8361
8531,16,reaction,circle,326,Right,male,5.8361
8531,17,reaction,circle,302,Right,male,5.8361
8531,18,reaction,circle,278,Right,male,5.8361
8531,19,reaction,square,317,Right,male,5.8361
8531,20,reaction,square,275,Right,male,5.8361
8531,1,goNoGo,square,446,Right,male,5.8361
8531,3,goNoGo,square,402,Right,male,5.8361
8531,8,goNoGo,square,471,Right,male,5.8361
8531,10,goNoGo,square,416,Right,male,5.8361
8531,11,goNoGo,square,547,Right,male,5.8361
8531,13,goNoGo,square,469,Right,male,5.8361
8531,14,goNoGo,square,597,Right,male,5.8361
8531,15,goNoGo,square,373,Right,male,5.8361
8531,18,goNoGo,square,519,Right,male,5.8361
8531,19,goNoGo,square,459,Right,male,5.8361
8531,1,discrimination,NA,652,Right,male,5.8361
8531,2,discrimination,NA,363,Right,male,5.8361
8531,3,discrimination,NA,496,Right,male,5.8361
8531,4,discrimination,NA,358,Right,male,5.8361
8531,5,discrimination,NA,546,Right,male,5.8361
8531,6,discrimination,NA,367,Right,male,5.8361
8531,7,discrimination,NA,364,Right,male,5.8361
8531,8,discrimination,NA,643,Right,male,5.8361
8531,9,discrimination,NA,644,Right,male,5.8361
8531,10,discrimination,NA,387,Right,male,5.8361
8531,11,discrimination,NA,460,Right,male,5.8361
8531,12,discrimination,NA,680,Right,male,5.8361
8531,13,discrimination,NA,480,Right,male,5.8361
8531,14,discrimination,NA,508,Right,male,5.8361
8531,15,discrimination,NA,365,Right,male,5.8361
8531,16,discrimination,NA,399,Right,male,5.8361
8531,17,discrimination,NA,450,Right,male,5.8361
8531,18,discrimination,NA,447,Right,male,5.8361
8531,19,discrimination,NA,665,Right,male,5.8361
8531,20,discrimination,NA,528,Right,male,5.8361
8530,1,reaction,square,553,right,male,5.17451666666667
8530,2,reaction,circle,313,right,male,5.17451666666667
8530,3,reaction,square,313,right,male,5.17451666666667
8530,4,reaction,square,279,right,male,5.17451666666667
8530,5,reaction,square,302,right,male,5.17451666666667
8530,6,reaction,circle,272,right,male,5.17451666666667
8530,7,reaction,square,306,right,male,5.17451666666667
8530,8,reaction,circle,282,right,male,5.17451666666667
8530,9,reaction,circle,300,right,male,5.17451666666667
8530,10,reaction,circle,349,right,male,5.17451666666667
8530,11,reaction,circle,291,right,male,5.17451666666667
8530,12,reaction,square,288,right,male,5.17451666666667
8530,13,reaction,circle,309,right,male,5.17451666666667
8530,14,reaction,square,281,right,male,5.17451666666667
8530,15,reaction,circle,312,right,male,5.17451666666667
8530,16,reaction,square,301,right,male,5.17451666666667
8530,17,reaction,circle,278,right,male,5.17451666666667
8530,18,reaction,circle,296,right,male,5.17451666666667
8530,19,reaction,square,254,right,male,5.17451666666667
8530,20,reaction,square,296,right,male,5.17451666666667
8530,2,goNoGo,circle,417,right,male,5.17451666666667
8530,3,goNoGo,circle,571,right,male,5.17451666666667
8530,4,goNoGo,circle,452,right,male,5.17451666666667
8530,7,goNoGo,circle,489,right,male,5.17451666666667
8530,9,goNoGo,circle,479,right,male,5.17451666666667
8530,11,goNoGo,circle,447,right,male,5.17451666666667
8530,15,goNoGo,circle,408,right,male,5.17451666666667
8530,18,goNoGo,circle,557,right,male,5.17451666666667
8530,19,goNoGo,circle,486,right,male,5.17451666666667
8530,20,goNoGo,circle,379,right,male,5.17451666666667
8530,1,discrimination,NA,604,right,male,5.17451666666667
8530,2,discrimination,NA,374,right,male,5.17451666666667
8530,3,discrimination,NA,595,right,male,5.17451666666667
8530,4,discrimination,NA,549,right,male,5.17451666666667
8530,5,discrimination,NA,347,right,male,5.17451666666667
8530,6,discrimination,NA,519,right,male,5.17451666666667
8530,7,discrimination,NA,586,right,male,5.17451666666667
8530,8,discrimination,NA,539,right,male,5.17451666666667
8530,9,discrimination,NA,692,right,male,5.17451666666667
8530,10,discrimination,NA,448,right,male,5.17451666666667
8530,11,discrimination,NA,471,right,male,5.17451666666667
8530,12,discrimination,NA,366,right,male,5.17451666666667
8530,13,discrimination,NA,328,right,male,5.17451666666667
8530,14,discrimination,NA,402,right,male,5.17451666666667
8530,15,discrimination,NA,784,right,male,5.17451666666667
8530,16,discrimination,NA,501,right,male,5.17451666666667
8530,17,discrimination,NA,360,right,male,5.17451666666667
8530,18,discrimination,NA,512,right,male,5.17451666666667
8530,19,discrimination,NA,440,right,male,5.17451666666667
8530,20,discrimination,NA,538,right,male,5.17451666666667
8529,1,reaction,square,331,Right,male,4.80383333333333
8529,2,reaction,square,364,Right,male,4.80383333333333
8529,3,reaction,square,345,Right,male,4.80383333333333
8529,4,reaction,square,136,Right,male,4.80383333333333
8529,5,reaction,circle,316,Right,male,4.80383333333333
8529,6,reaction,square,580,Right,male,4.80383333333333
8529,7,reaction,square,324,Right,male,4.80383333333333
8529,8,reaction,square,344,Right,male,4.80383333333333
8529,9,reaction,square,338,Right,male,4.80383333333333
8529,10,reaction,circle,294,Right,male,4.80383333333333
8529,11,reaction,square,355,Right,male,4.80383333333333
8529,12,reaction,circle,375,Right,male,4.80383333333333
8529,13,reaction,square,341,Right,male,4.80383333333333
8529,14,reaction,circle,340,Right,male,4.80383333333333
8529,15,reaction,circle,340,Right,male,4.80383333333333
8529,16,reaction,circle,364,Right,male,4.80383333333333
8529,17,reaction,circle,345,Right,male,4.80383333333333
8529,18,reaction,circle,260,Right,male,4.80383333333333
8529,19,reaction,circle,284,Right,male,4.80383333333333
8529,20,reaction,circle,372,Right,male,4.80383333333333
8529,1,goNoGo,circle,378,Right,male,4.80383333333333
8529,4,goNoGo,circle,449,Right,male,4.80383333333333
8529,5,goNoGo,circle,697,Right,male,4.80383333333333
8529,6,goNoGo,circle,401,Right,male,4.80383333333333
8529,8,goNoGo,circle,439,Right,male,4.80383333333333
8529,10,goNoGo,circle,461,Right,male,4.80383333333333
8529,11,goNoGo,circle,448,Right,male,4.80383333333333
8529,17,goNoGo,circle,437,Right,male,4.80383333333333
8529,19,goNoGo,circle,535,Right,male,4.80383333333333
8529,20,goNoGo,circle,475,Right,male,4.80383333333333
8529,1,discrimination,NA,470,Right,male,4.80383333333333
8529,2,discrimination,NA,512,Right,male,4.80383333333333
8529,3,discrimination,NA,411,Right,male,4.80383333333333
8529,4,discrimination,NA,430,Right,male,4.80383333333333
8529,5,discrimination,NA,439,Right,male,4.80383333333333
8529,6,discrimination,NA,683,Right,male,4.80383333333333
8529,7,discrimination,NA,421,Right,male,4.80383333333333
8529,8,discrimination,NA,420,Right,male,4.80383333333333
8529,9,discrimination,NA,462,Right,male,4.80383333333333
8529,10,discrimination,NA,393,Right,male,4.80383333333333
8529,11,discrimination,NA,575,Right,male,4.80383333333333
8529,12,discrimination,NA,477,Right,male,4.80383333333333
8529,13,discrimination,NA,461,Right,male,4.80383333333333
8529,14,discrimination,NA,480,Right,male,4.80383333333333
8529,15,discrimination,NA,462,Right,male,4.80383333333333
8529,16,discrimination,NA,409,Right,male,4.80383333333333
8529,17,discrimination,NA,398,Right,male,4.80383333333333
8529,18,discrimination,NA,403,Right,male,4.80383333333333
8529,19,discrimination,NA,415,Right,male,4.80383333333333
8529,20,discrimination,NA,410,Right,male,4.80383333333333
8528,1,reaction,circle,335,right,male,4.63488333333333
8528,2,reaction,circle,348,right,male,4.63488333333333
8528,3,reaction,circle,337,right,male,4.63488333333333
8528,4,reaction,circle,271,right,male,4.63488333333333
8528,5,reaction,circle,295,right,male,4.63488333333333
8528,6,reaction,square,285,right,male,4.63488333333333
8528,7,reaction,square,287,right,male,4.63488333333333
8528,8,reaction,square,280,right,male,4.63488333333333
8528,9,reaction,square,302,right,male,4.63488333333333
8528,10,reaction,circle,289,right,male,4.63488333333333
8528,11,reaction,square,331,right,male,4.63488333333333
8528,12,reaction,square,274,right,male,4.63488333333333
8528,13,reaction,square,265,right,male,4.63488333333333
8528,14,reaction,circle,571,right,male,4.63488333333333
8528,15,reaction,circle,279,right,male,4.63488333333333
8528,16,reaction,circle,318,right,male,4.63488333333333
8528,17,reaction,circle,273,right,male,4.63488333333333
8528,18,reaction,square,303,right,male,4.63488333333333
8528,19,reaction,square,272,right,male,4.63488333333333
8528,20,reaction,square,308,right,male,4.63488333333333
8528,1,goNoGo,square,577,right,male,4.63488333333333
8528,4,goNoGo,square,327,right,male,4.63488333333333
8528,8,goNoGo,square,423,right,male,4.63488333333333
8528,9,goNoGo,square,536,right,male,4.63488333333333
8528,12,goNoGo,square,331,right,male,4.63488333333333
8528,15,goNoGo,square,369,right,male,4.63488333333333
8528,16,goNoGo,square,641,right,male,4.63488333333333
8528,18,goNoGo,square,382,right,male,4.63488333333333
8528,19,goNoGo,square,344,right,male,4.63488333333333
8528,20,goNoGo,square,346,right,male,4.63488333333333
8528,1,discrimination,NA,595,right,male,4.63488333333333
8528,2,discrimination,NA,569,right,male,4.63488333333333
8528,3,discrimination,NA,414,right,male,4.63488333333333
8528,4,discrimination,NA,409,right,male,4.63488333333333
8528,5,discrimination,NA,435,right,male,4.63488333333333
8528,6,discrimination,NA,503,right,male,4.63488333333333
8528,7,discrimination,NA,411,right,male,4.63488333333333
8528,8,discrimination,NA,443,right,male,4.63488333333333
8528,9,discrimination,NA,468,right,male,4.63488333333333
8528,10,discrimination,NA,472,right,male,4.63488333333333
8528,11,discrimination,NA,480,right,male,4.63488333333333
8528,12,discrimination,NA,387,right,male,4.63488333333333
8528,13,discrimination,NA,547,right,male,4.63488333333333
8528,14,discrimination,NA,466,right,male,4.63488333333333
8528,15,discrimination,NA,503,right,male,4.63488333333333
8528,16,discrimination,NA,518,right,male,4.63488333333333
8528,17,discrimination,NA,536,right,male,4.63488333333333
8528,18,discrimination,NA,602,right,male,4.63488333333333
8528,19,discrimination,NA,640,right,male,4.63488333333333
8528,20,discrimination,NA,359,right,male,4.63488333333333
8527,1,reaction,circle,378,right,male,5.00743333333333
8527,2,reaction,circle,254,right,male,5.00743333333333
8527,3,reaction,circle,248,right,male,5.00743333333333
8527,4,reaction,circle,247,right,male,5.00743333333333
8527,5,reaction,square,236,right,male,5.00743333333333
8527,6,reaction,square,300,right,male,5.00743333333333
8527,7,reaction,circle,286,right,male,5.00743333333333
8527,8,reaction,square,386,right,male,5.00743333333333
