submission_id,trial_number,block,stimulus,RT,handedness,gender,total_time_spent,comments,mean_C,sd_C,trial_type,trial
8551,11,discrimination,NA,405,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,191
8551,12,discrimination,NA,524,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,192
8551,13,discrimination,NA,342,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,193
8551,14,discrimination,NA,355,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,194
8551,15,discrimination,NA,463,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,195
8551,16,discrimination,NA,365,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,196
8551,17,discrimination,NA,388,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,197
8551,18,discrimination,NA,387,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,198
8551,19,discrimination,NA,354,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,199
8551,20,discrimination,NA,460,right,male,4.11353333333333,non given,517.792,185.41160751204384,acceptable,200
8550,1,reaction,square,279,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,201
8550,2,reaction,circle,249,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,202
8550,3,reaction,circle,255,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,203
8550,4,reaction,square,245,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,204
8550,5,reaction,circle,247,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,205
8550,6,reaction,circle,238,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,206
8550,7,reaction,circle,274,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,207
8550,8,reaction,circle,273,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,208
8550,9,reaction,square,260,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,209
8550,10,reaction,square,278,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,210
8550,11,reaction,square,270,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,211
8550,12,reaction,circle,300,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,212
8550,13,reaction,circle,269,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,213
8550,14,reaction,square,267,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,214
8550,15,reaction,square,252,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,215
8550,17,reaction,circle,263,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,217
8550,18,reaction,square,276,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,218
8550,19,reaction,square,252,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,219
8550,20,reaction,circle,244,right,male,6.7938,non given,311.337,157.1413912622892,acceptable,220
8550,1,goNoGo,square,359,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,221
8550,3,goNoGo,circle,520,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,222
8550,6,goNoGo,circle,460,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,224
8550,7,goNoGo,circle,528,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,225
8550,9,goNoGo,circle,418,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,226
8550,12,goNoGo,circle,390,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,227
8550,15,goNoGo,circle,451,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,228
8550,16,goNoGo,circle,524,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,229
8550,19,goNoGo,circle,409,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,230
8550,20,goNoGo,circle,401,right,male,6.7938,non given,442.3680154142582,104.39193955717755,acceptable,231
8550,1,discrimination,NA,380,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,232
8550,2,discrimination,NA,438,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,233
8550,3,discrimination,NA,508,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,234
8550,4,discrimination,NA,452,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,235
8550,5,discrimination,NA,452,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,236
8550,6,discrimination,NA,466,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,237
8550,7,discrimination,NA,430,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,238
8550,8,discrimination,NA,543,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,239
8550,9,discrimination,NA,467,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,240
8550,10,discrimination,NA,390,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,241
8550,11,discrimination,NA,455,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,242
8550,12,discrimination,NA,384,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,243
8550,13,discrimination,NA,434,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,244
8550,14,discrimination,NA,355,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,245
8550,15,discrimination,NA,348,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,246
8550,16,discrimination,NA,369,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,247
8550,17,discrimination,NA,442,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,248
8550,18,discrimination,NA,718,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,249
8550,19,discrimination,NA,513,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,250
8550,20,discrimination,NA,729,right,male,6.7938,non given,517.792,185.41160751204384,acceptable,251
8549,1,reaction,circle,280,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,252
8549,2,reaction,square,168,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,253
8549,3,reaction,square,298,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,254
8549,4,reaction,square,285,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,255
8549,5,reaction,square,304,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,256
8549,6,reaction,square,235,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,257
8549,7,reaction,square,237,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,258
8549,8,reaction,circle,275,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,259
8549,9,reaction,square,364,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,260
8549,10,reaction,circle,267,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,261
8549,12,reaction,circle,266,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,263
8549,13,reaction,circle,319,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,264
8549,14,reaction,square,256,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,265
8549,15,reaction,circle,262,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,266
8549,16,reaction,circle,292,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,267
8549,17,reaction,circle,274,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,268
8549,18,reaction,circle,268,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,269
8549,19,reaction,circle,238,Righthanded,male,12.6729833333333,non given,311.337,157.1413912622892,acceptable,270
8549,1,goNoGo,square,371,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,272
8549,7,goNoGo,square,385,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,273
8549,8,goNoGo,square,324,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,274
8549,9,goNoGo,square,369,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,275
8549,10,goNoGo,square,306,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,276
8549,15,goNoGo,square,422,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,278
8549,18,goNoGo,square,403,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,279
8549,19,goNoGo,square,536,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,280
8549,20,goNoGo,square,387,Righthanded,male,12.6729833333333,non given,442.3680154142582,104.39193955717755,acceptable,281
8549,1,discrimination,NA,664,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,282
8549,2,discrimination,NA,647,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,283
8549,3,discrimination,NA,541,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,284
8549,4,discrimination,NA,580,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,285
8549,5,discrimination,NA,403,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,286
8549,6,discrimination,NA,544,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,287
8549,7,discrimination,NA,471,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,288
8549,8,discrimination,NA,671,Righthanded,male,12.6729833333333,non given,517.792,185.41160751204384,acceptable,289
